,Unnamed: 0,Date,Item,Brand,Product,Issue,Nb_affected_models,Alert / recall type,Category,Companies,Published by,Recall type,Audience,Starting date:,Posting date:,Type of communication:,Subcategory:,Source of recall:,Issue:,Audience:,Identification number:,Identification number
10,0,2023-03-20,"
Chikitoe plush dinosaur with rattle  recalled due to choking hazard 
",,Chikitoe plush dinosaur with rattle ,Consumer products - Choking hazard,3.0,Consumer product recall,Consumer product - Toys and games,"Importer
Dollarama S.E.C./L.P
Montreal
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
11,0,2023-03-17,"
Bindle Bottles recalled due to the presence of lead 
",Bindle,Bindle Bottles,Consumer products - Chemical hazard,3.0,Consumer product recall,Consumer product - Household items,"Distributor
Bindle Bottle LLC
Carlsbad
California
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
12,0,2023-03-16,"
Sunbeam® Queen Size Heated Blankets recalled due to potential fire hazard 
",,Sunbeam® Queen Size Heated Blankets,Consumer products - Fire hazard,8.0,Consumer product recall,Consumer product - Other,"Distributor
Star Elite
Montreal, Quebec
Canada
Importer
Star Elite
Montreal, Quebec
Canada
Manufacturer
Zhejiang Lumeng Health & Technology, Co. LTD
Shoaxing City
Zhejiang Province
China",Health Canada,consumer product recall,General public,,,,,,,,,
13,0,2023-03-13,"
FRIGG Daisy Pacifiers Recalled due to a Choking Hazard
",FRIGG,FRIGG Daisy Pacifiers,Consumer products - Choking hazard,35.0,Consumer product recall,Consumer product - Other,"Distributor
Mushie & CO 
United States
Importers
Pirouette
215 Rue de Woodstock
Saint Lambert, Quebec
 
Les Bambins
2165 Rene-Pomerleau
Quebec City, Quebec
 
Bulle bijouterie pour mamans inc.
4445 Boul. Guillaume-Couture
Levis, Quebec
 
Projet special SENC
25 Rue Turgeon
Sainte-Thérèse, Quebec
 
Creekside Home Decor
45887 Wellington Ave
Chiliwack, British Columbia
 
Boutique Beluga
2655 Boul. du Royaume,
Jonquière, Quebec
 
Modern Baby Children Apparel INC
135-3551 Uptown BLVD
Victoria, British Columbia
 
Little Loves + Co
121 Acamac Backland Rd
Saint John, New Brunswick
 
Le Méchant Loup
91 White Oak Drive West
Sault Ste- Marie, Ontario
 
Papeterie Atlas
32 Boul. Pie IX
Granby, Quebec
 
Les P'tites Poires
3615 Rue Ontario Est
Montreal, Quebec
 
West Coast Kids
9350 Younge Street Unit J007
Richmond Hill, Ontario
Manufacturer
Frigg - Danemark",Health Canada,consumer product recall,General public,,,,,,,,,
14,0,2023-03-13,"
Health Canada warns that AIKSSOO Brand Baby Gates may pose a Choking Hazard 
",,AIKSSOO Brand Baby Gate 36.22 inch extra tall pressure mounted baby gate,Consumer products - Choking hazard,1.0,Consumer product advisory,Consumer product - Other,"Distributor
AIKSIWAI
Hangzhou City
China
Manufacturer
Zhongshan Jialibao Hardware Products Co., LTD
Zhongshan City
China
Place of Origin
Manufactured in China",Health Canada,consumer product advisory,General public,,,,,,,,,
15,0,2023-03-09,"
Calico Critters accessories recalled due to potential choking hazard
",,Pacifier and bottle accessories sold with Calico Critters Flocked Animal Figures,Consumer products - Choking hazard,55.0,Consumer product recall,Consumer product - Toys and games,"Distributor
Epoch Everlasting Play LLC 
Pine Brook, New Jersey 
USA",Health Canada,consumer product recall,General public,,,,,,,,,
16,0,2023-03-09,"
YETI Soft Coolers and Gear Case recalled due to potential magnet ingestion hazard 
",,"Hopper® M20 Soft Backpack Cooler, Hopper® M30 Soft Cooler, SideKick Dry® Gear Case ",Consumer products - Ingestion hazard,5.0,Consumer product recall,Consumer product - Outdoor living,"Distributor
YETI Canada Limited
300 Town Centre Blvd., Suite 101
Markham, Ontario 
L3R 5Z6
Importer
YETI Canada Limited
300 Town Centre Blvd., Suite 101
Markham, Ontario 
L3R 5Z6",Health Canada,consumer product recall,General public,,,,,,,,,
17,0,2023-03-09,"
Trustic Epoxy Hardeners recalled due to improper labelling and lack of child-resistant packaging
",,Trustic Epoxy Hardeners ,Consumer products - Labelling and packaging,11.0,Consumer product recall,Consumer product - Chemicals,"Distributor
Trustic
Calgary, Alberta
Canada
Importer
Trustic 
Calgary, Alberta
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
18,0,2023-03-07,"
ACE Windows & Doors Siliconized Acrylic Caulk-White recalled due to improper labelling
",,ACE Window & Door Siliconized Acrylic Caulk White,Consumer products - Labelling and packaging,1.0,Consumer product recall,Consumer product - Chemicals,"Distributor
Lumberworld Operations Ltd.
Victoria, BC 
CANADA
Importer
Lumberworld Operations Ltd.
Victoria, BC 
CANADA
Manufacturer
ACE Hardware Corporation
Oak Brook, Il 
United States of America",Health Canada,consumer product recall,General public,,,,,,,,,
19,0,2023-03-07,"
ACE Interior Polyurethane Water Based Gloss Finish recalled due to improper labelling
",,ACE Interior Polyurethane Water Based Gloss Finish ,Consumer products,1.0,Consumer product recall,Consumer product - Chemicals,"Distributor
Lumberworld Operations Ltd.
Victoria, BC 
CANADA
Importer
Lumberworld Operations Ltd.
Victoria, BC 
CANADA
Manufacturer
ACE Hardware Corporation
Oak Brook, Il 
United States of America",Health Canada,consumer product recall,General public,,,,,,,,,
20,0,2023-03-06,"
P. J. Salvage Children’s Pajamas recalled due to burn hazard 
",,P. J. Salvage Children’s Pajamas,Consumer products - Burn hazard,16.0,Consumer product recall,Consumer product - Clothing and accessories - Clothing,"Importer
Yates & Co.
Toronto, Ontario
CANADA
Manufacturer
P. J. Salvage
Irvine, California
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
21,0,2023-03-03,"
Cannabis edibles incorrectly sold as cannabis extracts may lead to overconsumption of Delta-9-tetrahydrocannabinol (THC)
",,"Edible cannabis products incorrectly marketed as cannabis extracts, in product formats similar to gummies and other confectionary products such as hard candy.",Cannabis - Labelling and packaging,2.0,Public advisory,Consumer product - Cannabis,,Health Canada,public advisory,General public,,,,,,,,,
22,0,2023-03-02,"
Patagonia Infant Capilene Midweight Base Layer Set recalled due to choking hazard 
",,Patagonia Infant Capilene Midweight Base Layer Set,Consumer products - Choking hazard,4.0,Consumer product recall,Consumer product - Clothing and accessories - Clothing,"Importer
Patagonia Canada ULC, USA",Health Canada,consumer product recall,General public,,,,,,,,,
23,0,2023-03-02,"
Anji Guotai Office Chair Recalled due to Fall Hazard 
",Anji Guotai,Anji Guotai Office Chair,Consumer products - Fall hazard,5.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor
TJX Canada
Mississauga, Ontario
CANADA
Manufacturer
Anji Guotai Furniture Co., Ltd.
Huzhou, Zhejiang
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
24,0,2023-03-02,"
DR Power Equipment PRO XL501 Chipper Shredder recalled due to laceration hazard
",,DR®Power PRO XL501 Chipper Shredders ,Consumer products - Laceration hazard,4.0,Consumer product recall,Consumer product - Other,"Distributor
DR Power Equipment, Inc.
South Burlington, Vermont
UNITED STATES
Manufacturer
Generac Power Systems
Waukesha, Wisconsin
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
25,0,2023-03-01,"
Health Canada warns that Child Secure Seatbelt Vests and Toddler Child Car Booster Seats may pose an injury hazard
",,Child Secure Seatbelt Vest and Toddler Child Car Booster Seat,Consumer products - Injury hazard,1.0,Consumer product advisory,Consumer product - Other,"Distributor
Joy General Store
Joygeneralstore.com
Place of Origin
Unknown",Health Canada,consumer product advisory,General public,,,,,,,,,
26,0,2023-02-28,"
Expanded Recall: Yardworks 15-Amp Electric Corded Snowblower, 22-in recalled due to Electric Shock Hazard 
",,"Yardworks 15-Amp Electric Corded Snowblower, 22-in ",Consumer products - Electrical hazard,12.0,Consumer product recall,Consumer product - Tools and accessories,"Distributor
Canadian Tire Corporation
Toronto
Ontario
CANADA
Manufacturer
Suzhou Murray Electronics & Machinery Co., Ltd
Jiangsu
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
27,0,2023-02-27,"
ArtResin Alcohol Ink Sinker recalled due to improper labelling 
",,ArtResin Alcohol Ink Sinker,Consumer products - Labelling and packaging,1.0,Consumer product recall,Consumer product - Chemicals,"Importer
ArtResin Inc.
Dundas ON 
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
28,0,2023-02-24,"
Rechargeable LED Armband Reflective Running Gear recalled due to flammability hazard 
",,Rechargeable LED Armband Reflective Running Gear,Consumer products - Flammability hazard,5.0,Consumer product recall,Consumer product - Electronics,"Manufacturer
OMKHE  
Shenzhen
China",Health Canada,consumer product recall,General public,,,,,,,,,
29,0,2023-02-23,"
Certain models of Cosori-branded Air Fryers recalled due to potential fire hazard 
",,Certain models of Cosori-branded Air Fryers,Consumer products - Fire hazard,22.0,Consumer product recall,Consumer product - Appliances,"Distributor
Etekcity Corporation
Anaheim, California
United States
Manufacturer
Zhejiang Tianxi Kitchen Appliance Co., Ltd.
Liushui
China",Health Canada,consumer product recall,General public,,,,,,,,,
30,0,2023-02-23,"
Lancaster Table & Seating Brand High Chairs recalled due to Fall Hazard 
",Lancaster Table & Seating,Lancaster Table & Seating Brand High Chairs,Consumer products - Fall hazard,9.0,Consumer product recall,Consumer product - Specialized products,"Distributor
Clark Core Services, LLC 
Lancaster, Pennsylvania 
USA
Manufacturer
Tangshan Xiangyu Furniture Co. Ltd  
Economic Develop Zone, Lutai Farm 
Tianjin City, China",Health Canada,consumer product recall,General public,,,,,,,,,
31,0,2023-02-23,"
SCARPA F1 LT and F1 GT ski boots recalled due to fall hazard  
",,SCARPA F1 LT and F1 GT ski boots,Consumer products - Fall hazard,5.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
SCARPA North America, Inc. 
Boulder, Colorado
United States
Manufacturer
Calzaturificio S.C.A.R.P.A.S.P.A
Asolo
Italy",Health Canada,consumer product recall,General public,,,,,,,,,
32,0,2023-02-23,"
XDEEP NX700 scuba regulator recalled due potential injury or drowning hazard
",,XDEEP NX700 scuba regulator ,Consumer products - Drowning hazard,1.0,Consumer product recall,Consumer product - Sports and fitness,"Manufacturer
XDEEP sp. z o.o. sp.k.
Ul. Ogrodnikow 3, 
43-227 Gora
Poland",Health Canada,consumer product recall,General public,,,,,,,,,
33,0,2023-02-23,"
Anker 535 Power Bank (PowerCore 20K) A1366 recalled due to fire hazard
",,Anker 535 Power Bank (PowerCore 20k) A1366,Consumer products - Fire hazard,2.0,Consumer product recall,Consumer product - Electronics,"Manufacturer
Anker Innovations Limited (""Anker"")
Kowloon
Hong Kong",Health Canada,consumer product recall,General public,,,,,,,,,
34,0,2023-02-17,"
Health Canada warns that Dr. Crafty branded epoxy kits may pose an injury hazard due to improper labelling 
",,Dr. Crafty branded epoxy kits – various sizes,Consumer products - Chemical hazard,1.0,Consumer product advisory,Consumer product - Chemicals,"Distributor
WestWind
Eskisehir, Turkey

 
Mass Design
West Palm Beach, FL, USA
 
Yellapro Limited
Witney, Great Britain
 
Eagle’s Nest
Kayseri, Turkey
 

Dreamandreal
Kayseri, Turkey
 

Kitchen Revolution
Clearwater, FL, USA

 
The Fitness Family
Southampton, Hampshire, Great Britain
 
Place of Origin
Manufactured in China",Health Canada,consumer product advisory,General public,,,,,,,,,
35,0,2023-02-16,"
Kids Preferred Recalls Disney Baby ""My First"" Vinyl Figurines due to Choking Hazard
",,"Kids Preferred Disney Baby ""My First"" Mickey Mouse, Minnie Mouse, Buzz Lightyear, and Stitch Figurines",Consumer products - Choking hazard,7.0,Consumer product recall,Consumer product - Toys and games,"Distributor
Kids Preferred
East Windsor, New Jersey
USA",Health Canada,consumer product recall,General public,,,,,,,,,
36,0,2023-02-09,"
Skip Hop Silver Lining Activity Gym  recalled due to potential choking hazard 
",,Raindrop Toy Component that is sold with the Skip Hop Silver Lining Activity Gym,Consumer products - Choking hazard,1.0,Consumer product recall,Consumer product - Toys and games,"Importers
Skip Hop, Inc. (“Skip Hop”)
New York, NY
USA

The Genuine Canadian Corporation (“TGCC”)
Mississauga, ON
CANADA
Manufacturers
Dongguan Germton Fashion & Handcrafts Co Ltd 
Shi Jie Town, Dongguan
CHINA 

Shenzhen Fu Ying Toys Co Limited 
Longgang, Shenzhen
CHINA

Dongguan Fuying Electronic Technology Co Ltd 
Chashan Town, Dongguan
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
37,0,2023-02-09,"
Ovation Protégé Equestrian Helmets recalled due to Impact Injury Hazard 
",Ovation,Ovation Protégé Equestrian Helmet,Consumer products - Impact hazard,5.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
English Riding Supply, LLC, Scranton, Pennsylvania, USA (12/31/2021 to present)

ERS Equestrian Inc., f/k/a English Riding Supply, Inc., Scranton, Pennsylvania, USA (Prior to 12/31/2021)
Manufacturer
Hopus Technology, Inc.
Tainan City, Taiwan",Health Canada,consumer product recall,General public,,,,,,,,,
38,0,2023-02-09,"
Certain LiftMaster garage door control panels recalled due to potential entrapment hazard
",, LiftMaster myQ 889LM and 041A7928-3 garage door control panels that are sold as an individual accessory and/or packed-in with wall-mount residential jackshaft openers,Consumer products - Entrapment hazard,10.0,Consumer product recall,Consumer product - Other,"Importer
The Chamberlain Group Canada Co.
Manufacturer
Group Chamberlain S.de R.L. de C.V.",Health Canada,consumer product recall,General public,,,,,,,,,
39,0,2023-02-08,"
Fabuloso Multi-Purpose Cleaner - Lavender Scent, 1.65L recalled due to potential for microbial contamination 
",,"Fabuloso Multi-Purpose Cleaner - Lavender Scent, 1.65L",Consumer products - Microbial hazard,3.0,Consumer product recall,Consumer product - Chemicals,"Importer
Colgate-Palmolive Canada Inc.
Toronto, Ontario
Canada
Manufacturer
Colgate-Palmolive Company
New York, New York
USA",Health Canada,consumer product recall,General public,,,,,,,,,
40,0,2023-02-08,"
Peace Naturals Project Inc. recalls two lots of Spinach GMO Cookies dried cannabis pre-rolls
",,"Spinach GMO Cookies pre-rolled joints dried cannabis, Lots 008406 and 008397",Cannabis - Labelling and packaging,3.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Peace Naturals Project Inc.
Ontario
Canada
Tel: 1-833-420-0075
E-mail: clientcare@spinachcannabis.com
Distributor
Alberta Gaming, Liquor and Cannabis
Alberta
Canada
Tel : 1-800-272-8876

Ontario Cannabis Store
Ontario
Canada
Tel : 1-888-910-0627",Health Canada,consumer product recall,General public,,,,,,,,,
41,0,2023-02-08,"
Ove Decors Vanessa Fire Table recalled due to Fire Hazard
",,Ove Decors Vanessa 42-inch Fire Table,Consumer products - Fire hazard,1.0,Consumer product recall,Consumer product - Household items,"Distributor
HomeDepot.ca
Importer
Ove Decors",Health Canada,consumer product recall,General public,,,,,,,,,
42,0,2023-02-01,"
Helly Hansen sweaters and hoodies recalled due to Flammability Hazard 
",,Helly Hansen sweaters and hoodies,Consumer products - Flammability hazard,652.0,Consumer product recall,Consumer product - Clothing and accessories - Clothing,"Distributor
Helly Hansen Leisure Canada, Inc.
British-Columbia
Canada



Manufacturer
Dayteks
Turkey

Penguin
Sri Lanka",Health Canada,consumer product recall,General public,,,,,,,,,
43,0,2023-02-01,"
Resinate Epoxy Hardener recalled due to lack of child-resistant packaging
",,Resinate Epoxy Hardener,Consumer products - Labelling and packaging,1.0,Consumer product recall,Consumer product - Chemicals,"Manufacturer
Resinate Corporation
Calgary, AB 
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
44,0,2023-01-31,"
Various Indigo-Branded Ceramic Mugs, Mug Ornaments, and Houseware Products Recalled due to Mould Contamination
",Indigo,"Various Indigo-branded Ceramic Mugs, Mug Ornaments, and Houseware Products",Consumer products - Microbial hazard,13.0,Consumer product recall,Consumer product - Household items - Kitchenware and tableware,"Importer
Indigo Books & Music Inc.
620 King St. W. Suite 400
Toronto, ON
M5V 1M6
Manufacturer
Guangdong Toyte Cermics
Industrial Xinhe Ind Zone Houlong Fengtang
Chaozhou Guangdong
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
45,0,2023-01-31,"
Peace Naturals Project Inc. recalls one lot of Spinach Feelz Tropical Diesel CBG (Chill Bliss) infused pre-rolls cannabis extract 
",,"Spinach Feelz Tropical Diesel CBG (Chill Bliss) infused pre-rolls cannabis extract, Lot 008399 ",Cannabis - Labelling and packaging,2.0,Consumer product recall,Consumer product - Cannabis,"Recalling Firm
Peace Naturals Project Inc.
Ontario
CANADA
Tel: 1-833-420-0075
E-mail: clientcare@spinachcannabis.com
Distributor
British Columbia Liquor Distribution Branch
BC Cannabis Stores
British Columbia
CANADA
Tel: 1-844-420-2227",Health Canada,consumer product recall,General public,,,,,,,,,
46,0,2023-01-27,"
WARN® Handheld Wireless/Corded Remote Control for VR EVO Winches recalled due to injury hazard
",,WARN® Handheld Wireless/Corded Remote Control for VR EVO Winches,Consumer products - Injury hazard,8.0,Consumer product recall,Consumer product - Electronics,"Importer
WARN Industries, Inc. 
Clackamas, Oregon
United States",Health Canada,consumer product recall,General public,,,,,,,,,
47,0,2023-01-26,"
ZLINE 30-inch, 36-inch, and 48-inch RG gas ranges recalled due to risk of Carbon Monoxide Poisoning
",ZLINE,"ZLINE 30-inch, 36-inch, and 48-inch RG gas ranges",Consumer products - Injury hazard,15.0,Consumer product recall,Consumer product - Appliances,"Importer
ZLINE
Reno
Nevada
USA",Health Canada,consumer product recall,General public,,,,,,,,,
48,0,2023-01-25,"
Certain Ortal TR90 and TR110 Gas Fireplaces recalled Due To Fire Hazard
",,Certain Ortal TR90 and TR110 Gas Fireplaces,Consumer products - Fire hazard,9.0,Consumer product recall,Consumer product - Appliances,"Distributor
Ortal USA, Inc.
Columbus, Ohio
USA
Manufacturer
Ortal - Heating & Air conditioning Systems Ltd.
Hod HaSharon, Central District
ISRAEL",Health Canada,consumer product recall,General public,,,,,,,,,
49,0,2023-01-19,"
Hot Chocolate Pots recalled due to Fire Hazard 
",Williams Sonoma,Lifetime Brand Hot Chocolate Pots,Consumer products - Fire hazard,1.0,Consumer product recall,Consumer product - Household items,"Distributor
Williams-Sonoma Inc. 
San Francisco 
California
UNITED STATES
Importer
Lifetime Brands Inc. 
Garden City
New York
UNITED STATES",Health Canada,consumer product recall,General public,,,,,,,,,
50,0,2023-01-12,"
BISSELL® Cordless Multi-Surface Wet Dry Vacuums recalled due to fire hazard
",,"BISSELL® Cordless Multi-Surface Wet Dry Vacuum, Model 2551",Consumer products - Fire hazard,2.0,Consumer product recall,Consumer product - Household items,"Distributor
BISSELL Canada Corporation
Mississauga
Ontario
CANADA",Health Canada,consumer product recall,General public,,,,,,,,,
51,0,2023-01-12,"
Certain LG 86-Inch Free-Standing Smart TVs and Stands Recalled Due to Tip-Over and Entrapment Hazards 
",LG,Certain LG 86-inch Smart TVs and associated support stands,Consumer products - Entrapment hazard,11.0,Consumer product recall,Consumer product - Household items,"Importer
LG Electronics Canada, Inc.
North York
Ontario
Canada 
Manufacturer
LG Electronics Inc.
Yeongdeungpo-gu 
Seoul
Republic of Korea

LG Electronics Reynosa, S.A. De C.V
Reynosa
Tampaulipas
Mexico",Health Canada,consumer product recall,General public,,,,,,,,,
52,0,2023-01-12,"
Salewa Alp Trainer 2 Mid GTX hiking boots recalled due to fall hazard
",Salewa,Salewa Alp Trainer 2 Mid GTX hiking boots,Consumer products - Fall hazard,6.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
Salewa USA, LLC 
Boulder, Colorado, USA
Manufacturer
Salewa USA, LLC 
Boulder, Colorado, USA",Health Canada,consumer product recall,General public,,,,,,,,,
53,0,2023-01-12,"
Giant Tiger brands Sleepwear, Men’s Sherpa Robes, Pajar Ski Pants and Men’s Ski Pants recalled due to the presence of Mold  
",," Giant Tiger brands sleepwear (monkey bars, Bella & Birdie, Mountain Ridge, Survival Gear), Men’s Sherpa Robes, Pajar Ski Pants and Men’s Ski Pants",Consumer products - Microbial hazard,5.0,Consumer product recall,Consumer product - Clothing and accessories,"Distributor
Giant Tiger Stores Limited
Importer
Giant Tiger Stores Limited
Manufacturer
Giant Tiger brands Sleepwear (monkey bars, Bella & Birdie, Mountain Ridge, Survival Gear, Carisma):
LOYAL APPAREL'S LIMITED
403 kulgoan ,Shah Arju Tower, N106, Bangladesh

Manufacturer
Men’s Sherpa Robes:
Qingdao Fantex Clothing Co
Shandong Sheng, Qingdao Shi, Laoshan Qu, LaoShan ShangQuan, Miao Ling Lu, 266000

Manufacturer
Pajar Ski Pants:
Ariella International Fashions Inc 
8484 Av de l'Esplanade, Montreal QC H2P 2R7

Manufacturer
Men’s Ski Pants :
Street Legal 
512-433 Rue Chabanel O, Montreal QC H2H2J4",Health Canada,consumer product recall,General public,,,,,,,,,
54,0,2023-01-12,"
IKEA LETTAN Mirror recalled due to injury hazard 
",LETTAN,IKEA LETTAN Mirror ,Consumer products - Injury hazard,16.0,Consumer product recall,Consumer product - Household items - Furniture and furnishings,"Distributor
IKEA Canada Ltd Partnership
Burlington, Ontario
CANADA
Importer
IKEA Canada Ltd Partnership
Burlington, Ontario
CANADA
Manufacturer
Ganglong Mirror Art Co., Ltd.
Jiangsu Tonda Furniture Co., Ltd.
CHINA",Health Canada,consumer product recall,General public,,,,,,,,,
55,0,2023-01-05,"
Quality Bicycle Products Recalls select Carbon Handlebars and Bicycles due to Injury Hazard 
",,"Whiskey Parts Co. No.9 12F and No.9 24F carbon handlebars, Salsa Cowchipper and Salsa Cowbell carbon handlebars, and select Salsa Bicycles that came equipped with the Salsa Cowchipper or Salsa Cowbell carbon handlebars.",Consumer products - Injury hazard,12.0,Consumer product recall,Consumer product - Sports and fitness,"Distributor
Quality Bicycle Products GBC
Bloomington 
Minnesota 
Manufacturer
Premetec 
Taiwan",Health Canada,consumer product recall,General public,,,,,,,,,
56,0,2023-01-05,"
Mombella Mini Mushroom Soothing Teether recalled due to suffocation hazard 
",Mombella,Mombella Mini Mushroom Soothing Teether,Consumer products - Injury hazard,5.0,Consumer product recall,Consumer product - Other,"Importer
Leda Health Innovations Inc. (NWD Products Inc.)
Toronto, Ontario
Canada
Manufacturer
Basic International Group Ltd. Dongguan Phushen Baby Products
Guangdong
China",Health Canada,consumer product recall,General public,,,,,,,,,
57,0,2022-12-29,"
Various Spirit Police Uniform Costume Hats recalled due chemical hazard
",Spirit,Various Spirit Police Uniform Costume Hats,Consumer products - Chemical hazard,11.0,Consumer product recall,Consumer product - Toys and games,"Distributor
Spirit Halloween Superstores LLC 
Egg Harbour Twp, New Jersey
UNITED STATES",Health Canada,consumer product recall,"Children, pregnant or breast feeding women",,,,,,,,,
58,0,2022-12-28,"
KLIM Backcountry Probe A300 recalled due to risk of malfunction during an emergency 
",KLIM,KLIM Backcountry Probe A300,Consumer products - Injury hazard,1.0,Consumer product recall,Consumer product - Sports and fitness,"Importer
Polaris Industries Inc. dba KLIM Industries
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
59,0,2022-12-22,"
Various Bassinets and Change Tables for Harmony Play & Go Playards recalled due to potential suffocation and entrapment hazards 
",Harmony,Various Bassinets and Change Tables for Harmony Play & Go Playards recalled due to potential suffocation and entrapment hazards ,Consumer products - Entrapment hazard,7.0,Consumer product recall,Consumer product - Household items,"Importer
Harmony Juvenile Products
Montréal
Québec
Canada",Health Canada,consumer product recall,General public,,,,,,,,,
60,0,2022-12-22,"
Nomad Battery-Powered Tankless Diving Systems recalled due to drowning hazard 
",BLU3,BLU3 Nomad Battery-Powered Tankless Diving Systems,Consumer products - Drowning hazard,1.0,Consumer product recall,Consumer product - Sports and fitness,"Manufacturer
BLU3 
Pompano Beach, Florida
USA",Health Canada,consumer product recall,General public,,,,,,,,,
